problem_id,source,competition,year,country,domain,subtopic,difficulty,difficulty_source,concepts,prerequisites,solution_depth,estimated_time_minutes,proof_required,reasoning_intensity,calculation_intensity,major_steps,problem_type,language,data_type,problem_text,final_answer,solution_length,solution_words,solution_paragraphs,equation_count,reasoning_indicators,proof_indicators,case_analysis,calculation_indicators,solution_major_steps
MATHNET-0cm5,MathNet,Romanian Master of Mathematics Competition Day 1,,Romanian Master of Mathematics (RMM),Geometry,Plane Geometry,,unknown,"Circles > Tangents | Circles > Radical axis theorem | Advanced Configurations > Brocard point, symmedians | Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Transformations > Spiral similarity | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",,,,True,,,,proof only,,real,"Problem:
Let $ABCD$ be an isosceles trapezoid with $AB \parallel CD$. Let $E$ be the midpoint of $AC$. Denote by $\omega$ and $\Omega$ the circumcircles of the triangles $ABE$ and $CDE$, respectively. Let $P$ be the crossing point of the tangent to $\omega$ at $A$ with the tangent to $\Omega$ at $D$. Prove that $PE$ is tangent to $\Omega$.",,6282,1111,17,177,18,3,1,1,17
MATHNET-0cnn,MathNet,Russian mathematical olympiad,,Russia,Geometry,Plane Geometry,,unknown,"Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",,,,True,,,,proof only,English; Russian,real,"Segment $BD$ is an angle bisector in a triangle $ABC$ (point $D$ lies on segment $AC$). Line $BD$ intersects the circumcircle $\Omega$ of triangle $ABC$ at points $B$ and $E$. Circle $\omega$ with diameter $DE$ intersects $\Omega$ at points $E$ and $F$. Prove that the line symmetrical to $BF$ with respect to $BD$ contains a median of triangle $ABC$.

(L. Emelyanov)",,1821,298,7,56,6,0,0,0,7
MATHNET-0d1o,MathNet,Selection tests for the Balkan Mathematical Olympiad 2013,,Saudi Arabia,Discrete Mathematics,Combinatorics,,unknown,Enumeration with symmetry,,,,True,,,,proof and answer,English,real,"The set $G$ is defined by the points $(x, y)$ with integer coordinates, $1 \leq x \leq 5$ and $1 \leq y \leq 5$. Determine the number of five-point sequences $\left(P_{1}, P_{2}, P_{3}, P_{4}, P_{5}\right)$ such that for $1 \leq i \leq 5, P_{i}=\left(x_{i}, i\right)$ is in $G$ and $\left|x_{1}-x_{2}\right|= \left|x_{2}-x_{3}\right|=\left|x_{3}-x_{4}\right|=\left|x_{4}-x_{5}\right|=1$.",42,1472,206,11,39,3,0,0,0,11
MATHNET-0dnv,MathNet,11. СРПСКА МАТЕМАТИЧКА ОЛИМПИЈАДА УЧЕНИКА СРЕДЊИХ ШКОЛА,,Serbia,Discrete Mathematics,Combinatorics,,unknown,Invariants / monovariants | Induction / smoothing,,,,True,,,,proof and answer,,real,"Problem:

У врсти се налази $2n-1$ сијалица. У почетку је средња ($n$-та) упаљена, а све остале су угашене. У једном кораку је дозвољено одабрати две несуседне угашене сијалице између којих су све сијалице упаљене, и променити стање тим двема сијалицама, као и свим сијалицама између њих (на пример, од конфигурације $\cdot$ооо $\cdot$ добија се о $\cdot$ $\cdot$ ). Колико највише корака је могуће извршити?
(Душан Ђукић)",floor((2^{n+1} - 5)/3),1584,214,16,27,0,0,0,0,16
MATHNET-0dq2,MathNet,SILK ROAD MATHEMATICAL COMPETITION,,Silk Road Mathematics Competition,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Advanced Configurations > Brocard point, symmedians | Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing",,,,True,,,,proof only,English,real,"Altitudes of an acute scalene triangle $ABC$ meet at point $H$. Points $M$ and $N$ are the midpoints of the segments $AB$ and $CH$, respectively. $R$ is the foot of the perpendicular from $H$ to line $CM$. $T$ is the second intersection of the line $MN$ with the circumcircle of triangle $CNR$. Let $P$ be the circumcentre of the triangle formed by the lines $CM$, $AH$ and $BH$. Prove that the lines $HP$ and $CT$ are perpendicular.",,2214,388,5,64,4,1,0,0,5
MATHNET-0dri,MathNet,Singapur 2015,,Singapore,Discrete Mathematics,Combinatorics,,unknown,"Coloring schemes, extremal arguments | Counting two ways | Invariants / monovariants",,,,True,,,,proof and answer,,real,"Is it possible to color each square on a $9 \times 9$ board so that each $2 \times 3$ or $3 \times 2$ block contains exactly $2$ black squares? If so, what is/are the possible total number(s) of black squares?",Yes; 27,1342,241,5,23,5,5,0,0,5
MATHNET-0dxz,MathNet,Slovenija 2008,,Slovenia,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Analytic / Coordinate Methods > Vectors | Miscellaneous > Angle chasing",,,,True,,,,proof only,English,real,"Let $A$, $B$, $C$, $D$ and $E$ be consecutive points on a circle with the centre at $O$, such that $|AC| = |BD| = |CE| = |DO|$. Let $H_1$, $H_2$ and $H_3$ be the orthocentres of the triangles $ACD$, $BCD$ and $BCE$. Prove that $H_1H_2H_3$ is a right triangle.",,7488,1177,10,163,9,1,1,1,10
MATHNET-0et0,MathNet,"The South African Mathematical Olympiad, Third Round",,South Africa,Geometry,Plane Geometry,,unknown,Miscellaneous > Angle chasing | Analytic / Coordinate Methods > Trigonometry | Triangles > Triangle trigonometry | Quadrilaterals > Inscribed/circumscribed quadrilaterals,,,,True,,,,proof only,,real,"Let $A$, $B$, $C$ be points on a circle whose centre is $O$ and whose radius is $1$, such that $\angle BAC = 45^\circ$. Lines $AC$ and $BO$ (possibly extended) intersect at $D$, and lines $AB$ and $CO$ (possibly extended) intersect at $E$. Prove that $BD \cdot CE = 2$.",,3538,608,14,95,4,0,2,0,14
MATHNET-0eu5,MathNet,20th Korean Mathematical Olympiad Final Round,,South Korea,Discrete Mathematics,Combinatorics,,unknown,"Recursion, bijection | Induction / smoothing",,,,True,,,,proof and answer,,real,"Consider the sixteen tiles fixed on a wall as shown below. How many ways are there to write either $0$ or $1$ on each tile so that the product of the two numbers written on every neighboring pair of tiles (sharing a common side) is always $0$?

![](attached_image_1.png)",1234,3167,637,10,83,10,5,7,1,10
MATHNET-0f3f,MathNet,ASU,,Soviet Union,Discrete Mathematics,Combinatorics,,unknown,"Coloring schemes, extremal arguments | Counting two ways",,,,True,,,,proof and answer,,real,"Problem:

Some unit squares in an infinite sheet of squared paper are colored red so that every $2 \times 3$ and $3 \times 2$ rectangle contains exactly two red squares. How many red squares are there in a $9 \times 11$ rectangle?",33,803,139,5,5,1,1,0,0,5
MATHNET-0fg1,MathNet,OME 21,,Spain,Geometry,Plane Geometry,,unknown,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Constructions and loci | Miscellaneous > Angle chasing",,,,True,,,,proof only,,real,"Problem:

Se consideran las semirrectas no alineadas $O x, O y$. Por el punto $A \in O x$ se trazan pares de rectas $r_{1}, r_{2}$, antiparalelas respecto al ángulo $x O y$; sean $M, N$ las intersecciones de $r_{1}$ con $O y$ y de $r_{2}$ con $O x$, respectivamente. Sea $P$ el punto de intersección de las bisectrices de los ángulos $A M y, A N y$. Hallar el lugar geométrico de $P$ al variar $A$.","The locus of P is a half-line in the direction of the internal bisector of ∠xOy (i.e., forming angle α/2 with Ox). For each position of A, P lies on the line AP parallel to the angle bisector; the admissible part is the ray starting at the unique point Q on AP where dist(P, Oy) = PA, equivalently the intersection of AP with the parabola having focus A and directrix Oy, and going away from A along AP.",3654,634,14,108,0,0,0,0,14
MATHNET-0fv5,MathNet,SMO Finalrunde,,Switzerland,Discrete Mathematics,Combinatorics,,unknown,"Invariants / monovariants | Coloring schemes, extremal arguments | Induction / smoothing | Games / greedy algorithms",,,,True,,,,proof and answer,,real,"Problem:
Die Ebene wird in gleichseitige Dreiecke der Seitenlänge 1 unterteilt. Betrachte ein gleichseitiges Dreieck der Seitenlänge $n$, dessen Seiten auf den Gitterlinien liegen. Auf jedem Gitterpunkt auf dem Rand und im Innern dieses Dreiecks liegt ein Stein. In einem Spielzug wird ein Einheitsdreieck ausgewählt, welches auf genau 2 Ecken mit einem Stein belegt ist. Die beiden Steine werden entfernt, und auf die dritte Ecke wird ein neuer Stein gelegt. Für welche $n$ ist es möglich, dass nach endlich vielen Spielzügen nur noch ein Stein übrig bleibt?",n is divisible by 3,2398,361,1,20,0,0,0,0,1
MATHNET-0g7r,MathNet,二0一三數學奧林匹亞競賽第一階段選訓營,,Taiwan,Discrete Mathematics,Combinatorics,,unknown,"Invariants / monovariants | Coloring schemes, extremal arguments",,,,True,,,,proof and answer,,real,"「虧格」是由三個邊長為 1 的正方形所組成的圖形：或將此圖形經由旋轉及翻轉所得之任意圖形。

a. 在任何兩個「虧格」彼此不重疊的條件下，用 $3 \times 671$ 個「虧格」來鋪蓋在 $3 \times 2013$ 的大方格圖形，請問可以完全覆蓋滿嗎？

b. 在任何兩個「虧格」彼此不重疊的條件下，用 $5 \times 671$ 個「虧格」來鋪蓋在 $5 \times 2013$ 的大方格圖形，請問可以完全覆蓋滿嗎？

![](attached_image_1.png)",a. No. b. Yes.,500,62,2,12,0,0,0,0,2
MATHNET-0glc,MathNet,The first T3MO,,Thailand,Geometry,Plane Geometry,,unknown,Analytic / Coordinate Methods > Complex numbers in geometry | Analytic / Coordinate Methods > Trigonometry | Circles > Radical axis theorem | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing,,,,True,,,,proof only,,real,"Let $ABQP$ be a convex quadrilateral. Let the angle bisectors of $\angle PAQ$ and $\angle PBQ$ intersect at $C$. The circumcircle of $APQ$ intersects $AB$, $AC$ at $M$, $N \ne A$, respectively. Lines $PQ$ and $BC$ intersect at $S$. Prove that if $AC$ is perpendicular to $BC$ then $M$, $S$, $N$ are collinear.
*(Chesphongphach Buranasilp, Krit Boonsiriseth and Pachara Sawettamalya)*",,4328,735,18,112,17,10,0,0,18
MATHNET-0gn8,MathNet,Team Selection Test for IMO 2007,,Turkey,Discrete Mathematics,Combinatorics,,unknown,Inclusion-exclusion,,,,True,,,,proof and answer,English,real,"An airline company is planning to run two-way flights between some of the six cities $A$, $B$, $C$, $D$, $E$ and $F$. Determine the number of ways these flights can be arranged so that it is possible to travel between any two of these six cities using only the flights of this company.",26704,913,102,1,3,1,0,0,0,1
MATHNET-0h10,MathNet,"51st Ukrainian National Mathematical Olympiad, 4th Round",,Ukraine,Geometry,Plane Geometry,,unknown,"Advanced Configurations > Brocard point, symmedians | Circles > Tangents | Concurrency and Collinearity > Menelaus' theorem | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing",,,,True,,,,proof only,English,real,"Through a point $F$ outside a circle $k$, a tangent $FA$ and a secant $\ell$ are drawn. $\ell$ intersects $k$ at the points $B$ and $C$ ($C$ is between $F$ and $B$). The tangent to the circle $k$ at the point $C$ intersects the line segment $FA$ at the point $E$. $FX$ is a bisector of the triangle $AFC$. If the points $E,X$ and $B$ are collinear, prove that the product of two side lengths of the triangle $ABC$ equals to the square of the third side length.
![](attached_image_1.png)
Fig. 31",,3446,574,6,78,3,0,0,0,6
MATHNET-0hsp,MathNet,,,United States,Geometry,Plane Geometry | Solid Geometry,,unknown,Volume | 3D Shapes | Analytic / Coordinate Methods > Trigonometry | Triangles > Triangle trigonometry,,,,True,,,,proof and answer,,real,"Problem:

Let $D$ be a dodecahedron which can be inscribed in a sphere with radius $R$. Let $I$ be an icosahedron which can also be inscribed in a sphere of radius $R$. Which has the greater volume, and why?

Note: A regular polyhedron is a geometric solid, all of whose faces are congruent regular polygons, in which the same number of polygons meet at each vertex. A regular dodecahedron is a polyhedron with 12 faces which are regular pentagons and a regular icosahedron is a polyhedron with 20 faces which are equilateral triangles. A polyhedron is inscribed in a sphere if all of its vertices lie on the surface of the sphere.

The illustration below shows a dodecahedron and an icosahedron, not necessarily to scale.

![](attached_image_1.png)",The dodecahedron has the greater volume.,4384,767,19,71,7,0,2,1,19
MATHNET-0l9s,MathNet,Vijetnam 2006,,Vietnam,Discrete Mathematics,Combinatorics,,unknown,"Invariants / monovariants | Coloring schemes, extremal arguments",,,,True,,,,proof and answer,,real,"Let $m$ and $n$ be two integers greater than $3$ and let be given a rectangular $m \times n$ board. At each step, one puts simultaneously $4$ marbles into $4$ cells of the board (each marble into a cell) so that these four cells form one of the following schemata.
![](attached_image_1.png)
![](attached_image_2.png)
![](attached_image_3.png)
![](attached_image_4.png)
Is it true that starting from a rectangular $m \times n$ board without marbles in it after a finite number of steps of appropriate puttings, one can put marbles into all cells of the board so that each cell is filled with a same (positive) number of marbles for all cells when:
i) $m = 2004$ and $n = 2006$?
ii) $m = 2005$ and $n = 2006$?
(At each step, it is not necessary that the four cells which are selected to put marbles into contained no marbles).",i) Yes. ii) No.,1210,229,2,12,3,4,0,0,2
MATHNET-0lgk,MathNet,Zhautykov Olympiad,,Zhautykov Olympiad,Geometry,Plane Geometry,,unknown,Circles > Tangents | Concurrency and Collinearity > Menelaus' theorem | Miscellaneous > Angle chasing,,,,True,,,,proof only,,real,"Problem:

In a convex cyclic hexagon $A B C D E F$, $B C = E F$ and $C D = A F$. Diagonals $A C$ and $B F$ intersect at point $Q$, and diagonals $E C$ and $D F$ intersect at point $P$. Points $R$ and $S$ are marked on the segments $D F$ and $B F$ respectively so that $F R = P D$ and $B Q = F S$. The segments $R Q$ and $P S$ intersect at point $T$. Prove that the line $T C$ bisects the diagonal $D B$.",,2338,494,8,74,8,0,0,0,8
MATHNET-00ac,MathNet,Argentine National Olympiad 2015,,Argentina,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,,unknown,"Coloring schemes, extremal arguments | Geometric Inequalities > Optimization in geometry | Miscellaneous > Constructions and loci",,,,True,,,,proof and answer,English,real,"Felipe tells Roberto that he managed to place 1226 triminos $1\times 3$ on a certain grid square $Q$ so that they do not have common points, not even vertices. Without knowing the dimensions of $Q$, Roberto answers, ""If what you say is true then one can place 1250 triminos $1\times 3$ on your square, under the same conditions."" Is Roberto right?

![](attached_image_1.png)",Yes,2877,508,8,68,2,4,3,0,8
