problem_id,similar_problem_id,similarity_score
MATHNET-01kt,MATHNET-0752 | MATHNET-0h1p | MATHNET-0j3m | MATHNET-06ze | MATHNET-017c | MATHNET-00nb | MATHNET-0aae | MATHNET-0397 | MATHNET-00ul | MATHNET-06nl,0.8269 | 0.7993 | 0.7920 | 0.7717 | 0.7710 | 0.7608 | 0.7577 | 0.7514 | 0.7487 | 0.7445
MATHNET-01l1,MATHNET-0fvm | MATHNET-062m | MATHNET-0g0v | MATHNET-0cvb | MATHNET-02qx | MATHNET-024k | MATHNET-0fxg | MATHNET-0eex | MATHNET-09qh | MATHNET-084e,0.8780 | 0.8466 | 0.8167 | 0.8108 | 0.8087 | 0.8048 | 0.7992 | 0.7979 | 0.7965 | 0.7848
MATHNET-01l8,MATHNET-0da8 | MATHNET-0gps | MATHNET-0bxl | MATHNET-01x5 | MATHNET-007a | MATHNET-0bot | MATHNET-0azg | MATHNET-03o9 | MATHNET-01el | MATHNET-0hog,0.8036 | 0.7988 | 0.7967 | 0.7925 | 0.7852 | 0.7850 | 0.7838 | 0.7820 | 0.7738 | 0.7727
MATHNET-01n3,MATHNET-0jnd | MATHNET-01qs | MATHNET-0d9u | MATHNET-08pg | MATHNET-0hs4 | MATHNET-0710 | MATHNET-0dqz | MATHNET-09xc | MATHNET-0jtz | MATHNET-0akb,0.8493 | 0.8461 | 0.8300 | 0.8100 | 0.7999 | 0.7891 | 0.7828 | 0.7826 | 0.7786 | 0.7650
MATHNET-01nc,MATHNET-0fg6 | MATHNET-0cie | MATHNET-09ka | MATHNET-09k0 | MATHNET-0dgx | MATHNET-0dgr | MATHNET-0c9v | MATHNET-0eyx | MATHNET-0gg9 | MATHNET-04uw,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-01oe,MATHNET-0k0z | MATHNET-0e5q | MATHNET-04p0 | MATHNET-0cey | MATHNET-0jv5 | MATHNET-07l2 | MATHNET-0hak | MATHNET-0dtj | MATHNET-08im | MATHNET-08py,0.7165 | 0.7116 | 0.7107 | 0.6835 | 0.6717 | 0.6634 | 0.6461 | 0.6408 | 0.6404 | 0.6349
MATHNET-01os,MATHNET-09cc | MATHNET-05ia | MATHNET-0apq | MATHNET-028y | MATHNET-0bml | MATHNET-0fk5 | MATHNET-0ads | MATHNET-067b | MATHNET-0ft3 | MATHNET-0fyx,0.9108 | 0.8742 | 0.8563 | 0.8504 | 0.8463 | 0.8447 | 0.8370 | 0.8332 | 0.8304 | 0.8170
MATHNET-01p2,MATHNET-0lbg | MATHNET-003m | MATHNET-0041 | MATHNET-0c6i | MATHNET-0atn | MATHNET-0f6y | MATHNET-09jj | MATHNET-004m | MATHNET-08ic | MATHNET-0b09,1.0000 | 0.9867 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737
MATHNET-01qi,MATHNET-0co7 | MATHNET-0c4x | MATHNET-0caz | MATHNET-0bpv | MATHNET-0bw4 | MATHNET-0bdr | MATHNET-0gfv | MATHNET-0beo | MATHNET-0bl4 | MATHNET-0l7k,0.9989 | 0.8581 | 0.8581 | 0.8581 | 0.8581 | 0.8581 | 0.8581 | 0.8581 | 0.8581 | 0.8581
MATHNET-01qj,MATHNET-0irf | MATHNET-0h46 | MATHNET-02x1 | MATHNET-0ii2 | MATHNET-0dw6 | MATHNET-00kp | MATHNET-0ig6 | MATHNET-0h3e | MATHNET-0h27 | MATHNET-0g61,0.9750 | 0.9615 | 0.8760 | 0.8756 | 0.8500 | 0.8424 | 0.8378 | 0.8293 | 0.8287 | 0.8272
MATHNET-01qk,MATHNET-0bwb | MATHNET-0bmd | MATHNET-0l1k | MATHNET-0a9f | MATHNET-0j4z | MATHNET-06h1 | MATHNET-0adi | MATHNET-0bq8 | MATHNET-0agx | MATHNET-0652,0.8373 | 0.8119 | 0.8096 | 0.8030 | 0.7979 | 0.7963 | 0.7890 | 0.7879 | 0.7834 | 0.7828
MATHNET-01qs,MATHNET-0dqz | MATHNET-0bth | MATHNET-01n3 | MATHNET-0387 | MATHNET-0iic | MATHNET-0lf7 | MATHNET-0jnd | MATHNET-038c | MATHNET-0jog | MATHNET-0jtz,0.8541 | 0.8525 | 0.8461 | 0.8433 | 0.8118 | 0.8069 | 0.8064 | 0.8063 | 0.8010 | 0.8002
MATHNET-01rg,MATHNET-03o9 | MATHNET-0ibi | MATHNET-0d6i | MATHNET-058t | MATHNET-09pd | MATHNET-0est | MATHNET-0azg | MATHNET-0adi | MATHNET-0a7r | MATHNET-0bmd,0.8576 | 0.8344 | 0.8293 | 0.8216 | 0.8179 | 0.8177 | 0.8162 | 0.8153 | 0.8153 | 0.8143
MATHNET-01t8,MATHNET-0dgx | MATHNET-0dgr | MATHNET-09ka | MATHNET-0gg9 | MATHNET-04uw | MATHNET-0c1x | MATHNET-0fg6 | MATHNET-01nc | MATHNET-0f03 | MATHNET-09jr,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
MATHNET-01tp,MATHNET-0k65 | MATHNET-0kfj | MATHNET-0dk0 | MATHNET-0l8o | MATHNET-0dbf | MATHNET-01uc | MATHNET-05ai | MATHNET-03xa | MATHNET-01ub | MATHNET-0law,0.8371 | 0.8249 | 0.7976 | 0.7969 | 0.7721 | 0.7691 | 0.7638 | 0.7537 | 0.7362 | 0.7210
MATHNET-01u2,MATHNET-0212 | MATHNET-03e9 | MATHNET-0387 | MATHNET-0c66 | MATHNET-05d6 | MATHNET-0932 | MATHNET-00ny | MATHNET-0bth | MATHNET-0eu5 | MATHNET-06rf,0.8965 | 0.8937 | 0.8840 | 0.8731 | 0.8719 | 0.8685 | 0.8659 | 0.8530 | 0.8443 | 0.8425
MATHNET-01u3,MATHNET-0a4r | MATHNET-0ias | MATHNET-06rf | MATHNET-0ldf | MATHNET-0759 | MATHNET-06au | MATHNET-020y | MATHNET-0387 | MATHNET-0bth | MATHNET-07dr,0.7417 | 0.7216 | 0.7206 | 0.7179 | 0.7050 | 0.7032 | 0.6997 | 0.6989 | 0.6919 | 0.6912
MATHNET-01u9,MATHNET-08rj | MATHNET-0a7l | MATHNET-0dyz | MATHNET-0aho | MATHNET-01uc | MATHNET-0a5l | MATHNET-03bq | MATHNET-0dk0 | MATHNET-0l8o | MATHNET-0kd5,0.8168 | 0.7925 | 0.7912 | 0.7769 | 0.7760 | 0.7621 | 0.7611 | 0.7556 | 0.7463 | 0.7460
MATHNET-01ub,MATHNET-01x5 | MATHNET-01el | MATHNET-03xa | MATHNET-0ij0 | MATHNET-0157 | MATHNET-00k4 | MATHNET-0law | MATHNET-05ai | MATHNET-0azg | MATHNET-0bxp,0.8440 | 0.8131 | 0.8108 | 0.8086 | 0.8058 | 0.7839 | 0.7816 | 0.7812 | 0.7780 | 0.7721
MATHNET-01uc,MATHNET-0dk0 | MATHNET-0l8o | MATHNET-0aho | MATHNET-0kfj | MATHNET-0k65 | MATHNET-03xa | MATHNET-05ai | MATHNET-0dbf | MATHNET-0a7l | MATHNET-01u9,0.8624 | 0.8615 | 0.8574 | 0.8488 | 0.8265 | 0.8129 | 0.7965 | 0.7923 | 0.7849 | 0.7760
MATHNET-01ud,MATHNET-0jxw | MATHNET-07ko | MATHNET-035k | MATHNET-03xn | MATHNET-0cu5 | MATHNET-0cwk | MATHNET-0hax | MATHNET-010r | MATHNET-08m2 | MATHNET-06ts,0.7548 | 0.7415 | 0.7377 | 0.7213 | 0.7199 | 0.7166 | 0.7144 | 0.7012 | 0.6935 | 0.6819
MATHNET-01ug,MATHNET-0ck8 | MATHNET-00ok | MATHNET-07nh | MATHNET-0kf4 | MATHNET-09m6 | MATHNET-09ad | MATHNET-0j6t | MATHNET-0akk | MATHNET-0b2t | MATHNET-00fc,0.8555 | 0.8054 | 0.8037 | 0.7974 | 0.7883 | 0.7872 | 0.7773 | 0.7770 | 0.7701 | 0.7654
MATHNET-01x5,MATHNET-01el | MATHNET-01ub | MATHNET-0bxp | MATHNET-0law | MATHNET-01l8 | MATHNET-00k4 | MATHNET-01ef | MATHNET-0dbf | MATHNET-03o9 | MATHNET-0bot,0.8793 | 0.8440 | 0.8250 | 0.8128 | 0.7925 | 0.7802 | 0.7774 | 0.7763 | 0.7721 | 0.7695
MATHNET-01zv,MATHNET-0eud | MATHNET-00vm | MATHNET-0g45 | MATHNET-04v9 | MATHNET-09xc | MATHNET-0h61 | MATHNET-0bhj | MATHNET-07cc | MATHNET-03e9 | MATHNET-01b8,0.8225 | 0.8065 | 0.7948 | 0.7919 | 0.7902 | 0.7894 | 0.7884 | 0.7820 | 0.7764 | 0.7756
MATHNET-020b,MATHNET-0930 | MATHNET-0c1d | MATHNET-0b2x | MATHNET-09mt | MATHNET-072s | MATHNET-092p | MATHNET-0jog | MATHNET-08wo | MATHNET-04qz | MATHNET-07x2,0.8456 | 0.8061 | 0.7771 | 0.7703 | 0.7701 | 0.7630 | 0.7566 | 0.7515 | 0.7491 | 0.7469
MATHNET-020e,MATHNET-0h61 | MATHNET-045v | MATHNET-04v9 | MATHNET-0bhh | MATHNET-0479 | MATHNET-0kx0 | MATHNET-077p | MATHNET-06xj | MATHNET-06tf | MATHNET-0bzc,0.9037 | 0.8868 | 0.8685 | 0.8643 | 0.8616 | 0.8483 | 0.8362 | 0.8345 | 0.8275 | 0.8197
MATHNET-020t,MATHNET-00ac | MATHNET-06rf | MATHNET-0jtz | MATHNET-0ijk | MATHNET-0387 | MATHNET-01qs | MATHNET-0akb | MATHNET-01b8 | MATHNET-03n8 | MATHNET-08pi,0.8253 | 0.8153 | 0.8117 | 0.8065 | 0.8002 | 0.7959 | 0.7834 | 0.7805 | 0.7749 | 0.7748
MATHNET-020y,MATHNET-0jgr | MATHNET-0le9 | MATHNET-0jye | MATHNET-07j1 | MATHNET-017c | MATHNET-0gdx | MATHNET-00nb | MATHNET-02h7 | MATHNET-0h1p | MATHNET-0759,0.7814 | 0.7397 | 0.7309 | 0.7298 | 0.7237 | 0.7233 | 0.7181 | 0.7174 | 0.7168 | 0.7126
MATHNET-0212,MATHNET-03e9 | MATHNET-01u2 | MATHNET-00ny | MATHNET-0dqz | MATHNET-04ru | MATHNET-0387 | MATHNET-0bth | MATHNET-0c66 | MATHNET-0eu5 | MATHNET-0ax4,0.8968 | 0.8965 | 0.8965 | 0.8632 | 0.8550 | 0.8519 | 0.8486 | 0.8283 | 0.8265 | 0.8126
MATHNET-0217,MATHNET-0455 | MATHNET-0akr | MATHNET-06pl | MATHNET-04u6 | MATHNET-0bow | MATHNET-05dk | MATHNET-0glc | MATHNET-0kfw | MATHNET-0906 | MATHNET-04t3,0.9674 | 0.9079 | 0.8700 | 0.8548 | 0.8499 | 0.8430 | 0.8154 | 0.8097 | 0.8039 | 0.7923
MATHNET-021o,MATHNET-0kd5 | MATHNET-08rj | MATHNET-01qk | MATHNET-0652 | MATHNET-01ei | MATHNET-06nw | MATHNET-0bmd | MATHNET-0l5r | MATHNET-0dyz | MATHNET-0l1k,0.8251 | 0.7844 | 0.7715 | 0.7692 | 0.7589 | 0.7499 | 0.7478 | 0.7408 | 0.7398 | 0.7308
MATHNET-0220,MATHNET-02ya | MATHNET-0cmk | MATHNET-0g28 | MATHNET-084e | MATHNET-029t | MATHNET-05tc | MATHNET-09qh | MATHNET-022e | MATHNET-0buy | MATHNET-062q,0.8827 | 0.8706 | 0.8669 | 0.8495 | 0.8480 | 0.8417 | 0.8376 | 0.8164 | 0.8162 | 0.8154
MATHNET-022e,MATHNET-024k | MATHNET-02qx | MATHNET-0egg | MATHNET-0buy | MATHNET-0cmk | MATHNET-09do | MATHNET-0bui | MATHNET-029t | MATHNET-0fv2 | MATHNET-0220,0.9049 | 0.8948 | 0.8871 | 0.8812 | 0.8644 | 0.8518 | 0.8264 | 0.8247 | 0.8179 | 0.8164
MATHNET-023c,MATHNET-03x3 | MATHNET-0cgq | MATHNET-0jp5 | MATHNET-07vc | MATHNET-02n7 | MATHNET-0a7r | MATHNET-0b2w | MATHNET-0bmd | MATHNET-0adi | MATHNET-0l5r,0.9187 | 0.8732 | 0.8704 | 0.8568 | 0.8538 | 0.8283 | 0.8217 | 0.8106 | 0.8019 | 0.7959
MATHNET-023f,MATHNET-0eex | MATHNET-05yi | MATHNET-0dv1 | MATHNET-0dvb | MATHNET-0fxg | MATHNET-0cvk | MATHNET-05qs | MATHNET-02xm | MATHNET-02nt | MATHNET-01l1,0.8241 | 0.7960 | 0.7906 | 0.7887 | 0.7822 | 0.7741 | 0.7724 | 0.7703 | 0.7564 | 0.7377
MATHNET-023i,MATHNET-08gj | MATHNET-05zy | MATHNET-09t7 | MATHNET-02vo | MATHNET-09tk | MATHNET-095q | MATHNET-0302 | MATHNET-064l | MATHNET-05yo | MATHNET-0g3p,0.9086 | 0.8910 | 0.8848 | 0.8822 | 0.8618 | 0.8586 | 0.8576 | 0.8565 | 0.8558 | 0.8553
MATHNET-023t,MATHNET-00cv | MATHNET-0efx | MATHNET-0bnb | MATHNET-067b | MATHNET-0ebi | MATHNET-00cu | MATHNET-028y | MATHNET-0bm7 | MATHNET-0fj3 | MATHNET-0ads,0.9038 | 0.8774 | 0.8283 | 0.8191 | 0.8126 | 0.8101 | 0.8080 | 0.8049 | 0.8037 | 0.8026
MATHNET-024e,MATHNET-0iwd | MATHNET-0j09 | MATHNET-0kbi | MATHNET-02xf | MATHNET-0jet | MATHNET-084f | MATHNET-0iqa | MATHNET-02jz | MATHNET-0jfs | MATHNET-08bm,0.8107 | 0.8061 | 0.7961 | 0.7878 | 0.7748 | 0.7659 | 0.7548 | 0.7451 | 0.7172 | 0.7013
MATHNET-024k,MATHNET-022e | MATHNET-0egg | MATHNET-02qx | MATHNET-0buy | MATHNET-0g0v | MATHNET-0bui | MATHNET-02nt | MATHNET-0cmk | MATHNET-09do | MATHNET-01l1,0.9049 | 0.8934 | 0.8720 | 0.8159 | 0.8148 | 0.8126 | 0.8104 | 0.8092 | 0.8088 | 0.8048
MATHNET-028y,MATHNET-0apq | MATHNET-0bml | MATHNET-0ft3 | MATHNET-067b | MATHNET-0ads | MATHNET-01os | MATHNET-0fj3 | MATHNET-00cv | MATHNET-05i6 | MATHNET-0fyx,0.9412 | 0.8996 | 0.8974 | 0.8938 | 0.8884 | 0.8504 | 0.8434 | 0.8379 | 0.8337 | 0.8310
MATHNET-0299,MATHNET-0l5r | MATHNET-0cgq | MATHNET-0fam | MATHNET-0l1k | MATHNET-0b2w | MATHNET-02n7 | MATHNET-056g | MATHNET-023c | MATHNET-024k | MATHNET-0joq,0.8464 | 0.8185 | 0.7788 | 0.7689 | 0.7623 | 0.7511 | 0.7448 | 0.7443 | 0.7296 | 0.7264
MATHNET-029k,MATHNET-0h3p | MATHNET-014t | MATHNET-0ig6 | MATHNET-0ii2 | MATHNET-02xm | MATHNET-01qj | MATHNET-0irf | MATHNET-0dw6 | MATHNET-0h3e | MATHNET-0h46,0.8566 | 0.8461 | 0.8369 | 0.8288 | 0.8193 | 0.8144 | 0.8137 | 0.8129 | 0.8121 | 0.8068
MATHNET-029t,MATHNET-062q | MATHNET-0220 | MATHNET-0g28 | MATHNET-084e | MATHNET-05tc | MATHNET-022e | MATHNET-0fjo | MATHNET-0cmk | MATHNET-0buy | MATHNET-09rl,0.8668 | 0.8480 | 0.8376 | 0.8364 | 0.8294 | 0.8247 | 0.8221 | 0.8218 | 0.8208 | 0.8095
MATHNET-02c0,MATHNET-0kn4 | MATHNET-02cu | MATHNET-0anv | MATHNET-0alb | MATHNET-0kjw | MATHNET-0847 | MATHNET-0khx | MATHNET-09zj | MATHNET-0eao | MATHNET-0e8i,1.0000 | 1.0000 | 1.0000 | 0.9250 | 0.8809 | 0.8604 | 0.8409 | 0.8409 | 0.7645 | 0.7645
MATHNET-02ca,MATHNET-0dw6 | MATHNET-02xm | MATHNET-0ig6 | MATHNET-0fyo | MATHNET-0h3e | MATHNET-0g7r | MATHNET-0fw2 | MATHNET-0cvk | MATHNET-0ii2 | MATHNET-0ikl,0.8804 | 0.8550 | 0.8511 | 0.8511 | 0.8480 | 0.8430 | 0.8375 | 0.8289 | 0.8250 | 0.8242
MATHNET-02cu,MATHNET-02c0 | MATHNET-0kn4 | MATHNET-0anv | MATHNET-0alb | MATHNET-0kjw | MATHNET-0847 | MATHNET-09zj | MATHNET-0khx | MATHNET-0eao | MATHNET-0e84,1.0000 | 1.0000 | 1.0000 | 0.9250 | 0.8809 | 0.8604 | 0.8409 | 0.8409 | 0.7645 | 0.7645
MATHNET-02dy,MATHNET-07la | MATHNET-0bg5 | MATHNET-0hvc | MATHNET-0gqo | MATHNET-07oo | MATHNET-0ibu | MATHNET-0hhz | MATHNET-0jzx | MATHNET-0hfw | MATHNET-0e08,0.9447 | 0.9249 | 0.9160 | 0.9028 | 0.8653 | 0.8523 | 0.8496 | 0.8474 | 0.8405 | 0.8405
MATHNET-02eg,MATHNET-0akb | MATHNET-0dst | MATHNET-0jnd | MATHNET-08wo | MATHNET-08pg | MATHNET-01dv | MATHNET-0hs4 | MATHNET-0a2l | MATHNET-07x2 | MATHNET-0jtz,0.8225 | 0.8020 | 0.7995 | 0.7900 | 0.7863 | 0.7848 | 0.7791 | 0.7784 | 0.7775 | 0.7767
MATHNET-02er,MATHNET-014r | MATHNET-034j | MATHNET-0j86 | MATHNET-0gk7 | MATHNET-03us | MATHNET-0fk4 | MATHNET-0feu | MATHNET-0idy | MATHNET-0if1 | MATHNET-0f8j,0.7278 | 0.7108 | 0.6644 | 0.6503 | 0.6388 | 0.6377 | 0.6360 | 0.6356 | 0.6340 | 0.6312
MATHNET-02ex,MATHNET-0b48 | MATHNET-02ff | MATHNET-02gm | MATHNET-0bx8 | MATHNET-0le9 | MATHNET-0eak | MATHNET-06i3 | MATHNET-01bf | MATHNET-0j5i | MATHNET-0jye,0.8404 | 0.8042 | 0.7954 | 0.7885 | 0.7881 | 0.7871 | 0.7846 | 0.7833 | 0.7761 | 0.7692
MATHNET-02f2,MATHNET-0adb | MATHNET-0ikl | MATHNET-0gtj | MATHNET-0h27 | MATHNET-0fev | MATHNET-00kp | MATHNET-0jw5 | MATHNET-0ft3 | MATHNET-0dw6 | MATHNET-0fk4,0.9520 | 0.9110 | 0.9088 | 0.9021 | 0.9005 | 0.8906 | 0.8574 | 0.8468 | 0.8390 | 0.8347
MATHNET-02ff,MATHNET-0bx8 | MATHNET-02ex | MATHNET-02gm | MATHNET-01bf | MATHNET-0cjq | MATHNET-0b48 | MATHNET-0j5i | MATHNET-04yn | MATHNET-0dad | MATHNET-08pg,0.8045 | 0.8042 | 0.7986 | 0.7879 | 0.7754 | 0.7660 | 0.7499 | 0.7450 | 0.7401 | 0.7295
MATHNET-02gm,MATHNET-04yn | MATHNET-0dad | MATHNET-0cjq | MATHNET-0bx8 | MATHNET-02ff | MATHNET-02ex | MATHNET-0b48 | MATHNET-0jye | MATHNET-0le9 | MATHNET-01bj,0.8811 | 0.8284 | 0.8048 | 0.8022 | 0.7986 | 0.7954 | 0.7881 | 0.7820 | 0.7612 | 0.7566
MATHNET-02h7,MATHNET-0le9 | MATHNET-01bj | MATHNET-0gdx | MATHNET-03t6 | MATHNET-04yn | MATHNET-0a2l | MATHNET-0eak | MATHNET-0dad | MATHNET-0ijk | MATHNET-0cjq,0.8272 | 0.8251 | 0.8061 | 0.7766 | 0.7682 | 0.7665 | 0.7655 | 0.7645 | 0.7642 | 0.7640
MATHNET-02j5,MATHNET-02kg | MATHNET-02jw | MATHNET-0kbi | MATHNET-08bm | MATHNET-0ehs | MATHNET-0ek6 | MATHNET-0ekm | MATHNET-02lc | MATHNET-087w | MATHNET-084f,0.7818 | 0.7800 | 0.7318 | 0.7308 | 0.6963 | 0.6949 | 0.6938 | 0.6925 | 0.6924 | 0.6901
MATHNET-02jw,MATHNET-02kg | MATHNET-0ekm | MATHNET-0ek6 | MATHNET-0ehs | MATHNET-087w | MATHNET-02lc | MATHNET-0ej1 | MATHNET-085e | MATHNET-08a3 | MATHNET-08bm,0.9193 | 0.8624 | 0.8622 | 0.8614 | 0.8474 | 0.8301 | 0.8193 | 0.8080 | 0.8019 | 0.7802
MATHNET-02jz,MATHNET-0iwd | MATHNET-0j09 | MATHNET-024e | MATHNET-0jet | MATHNET-08bm | MATHNET-02xf | MATHNET-08cg | MATHNET-02j5 | MATHNET-0kbi | MATHNET-02kg,0.7541 | 0.7491 | 0.7451 | 0.7445 | 0.7439 | 0.7211 | 0.6999 | 0.6769 | 0.6739 | 0.6720
MATHNET-02kg,MATHNET-02jw | MATHNET-0ehs | MATHNET-02lc | MATHNET-0ek6 | MATHNET-0ekm | MATHNET-087w | MATHNET-0ej1 | MATHNET-085e | MATHNET-08a3 | MATHNET-08bm,0.9193 | 0.8547 | 0.8531 | 0.8459 | 0.8393 | 0.8391 | 0.8385 | 0.8339 | 0.8316 | 0.8199
MATHNET-02lc,MATHNET-0ej1 | MATHNET-085e | MATHNET-08a3 | MATHNET-0ehs | MATHNET-0ek6 | MATHNET-087w | MATHNET-0ekm | MATHNET-02kg | MATHNET-02jw | MATHNET-0epr,0.9551 | 0.9483 | 0.9236 | 0.9066 | 0.8905 | 0.8891 | 0.8725 | 0.8531 | 0.8301 | 0.8259
MATHNET-02lp,MATHNET-0gan | MATHNET-0fx2 | MATHNET-0dvx | MATHNET-0h8g | MATHNET-0h3f | MATHNET-0doe | MATHNET-0h39 | MATHNET-09rl | MATHNET-0fid | MATHNET-0fhe,0.8934 | 0.8658 | 0.8592 | 0.8552 | 0.8435 | 0.8393 | 0.8361 | 0.8178 | 0.8124 | 0.8095
MATHNET-02n7,MATHNET-0cgq | MATHNET-07vc | MATHNET-023c | MATHNET-0jp5 | MATHNET-0joq | MATHNET-0juf | MATHNET-0hn5 | MATHNET-0ay0 | MATHNET-0542 | MATHNET-03x3,0.8710 | 0.8638 | 0.8538 | 0.8528 | 0.8457 | 0.8108 | 0.8102 | 0.8078 | 0.8032 | 0.7994
MATHNET-02n9,MATHNET-000s | MATHNET-009e | MATHNET-0f78 | MATHNET-0c1k | MATHNET-04hy | MATHNET-0dd1 | MATHNET-0gme | MATHNET-08id | MATHNET-0b09 | MATHNET-0c6i,1.0000 | 1.0000 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737 | 0.9737
MATHNET-02nt,MATHNET-02qx | MATHNET-0fxg | MATHNET-02pg | MATHNET-0bui | MATHNET-0fv2 | MATHNET-05x1 | MATHNET-0hai | MATHNET-05ta | MATHNET-022e | MATHNET-05qs,0.8797 | 0.8759 | 0.8521 | 0.8411 | 0.8397 | 0.8385 | 0.8367 | 0.8318 | 0.8148 | 0.8135
MATHNET-02pg,MATHNET-0fxg | MATHNET-0g2s | MATHNET-02nt | MATHNET-05ta | MATHNET-0cvk | MATHNET-02xm | MATHNET-0az2 | MATHNET-05yi | MATHNET-0gda | MATHNET-05x1,0.8924 | 0.8634 | 0.8521 | 0.8364 | 0.8339 | 0.8321 | 0.8254 | 0.8201 | 0.8128 | 0.8022
MATHNET-02qx,MATHNET-022e | MATHNET-02nt | MATHNET-0cmk | MATHNET-024k | MATHNET-0egg | MATHNET-0buy | MATHNET-05x1 | MATHNET-0fxg | MATHNET-0bui | MATHNET-0fhe,0.8948 | 0.8797 | 0.8735 | 0.8720 | 0.8477 | 0.8461 | 0.8414 | 0.8328 | 0.8246 | 0.8238
MATHNET-02uo,MATHNET-0ef5 | MATHNET-05i6 | MATHNET-0i3q | MATHNET-02x1 | MATHNET-0ft3 | MATHNET-0fk5 | MATHNET-0apq | MATHNET-0fev | MATHNET-028y | MATHNET-0g7r,0.9466 | 0.9037 | 0.8702 | 0.8494 | 0.8441 | 0.8366 | 0.8346 | 0.8261 | 0.8232 | 0.8209
MATHNET-02vo,MATHNET-05zy | MATHNET-023i | MATHNET-095q | MATHNET-08gj | MATHNET-060t | MATHNET-0fxv | MATHNET-09t7 | MATHNET-0855 | MATHNET-0g1b | MATHNET-05qn,0.9233 | 0.8822 | 0.8777 | 0.8732 | 0.8554 | 0.8547 | 0.8507 | 0.8497 | 0.8484 | 0.8463
MATHNET-02x1,MATHNET-0h46 | MATHNET-0ef5 | MATHNET-0irf | MATHNET-01qj | MATHNET-0dw6 | MATHNET-0ii2 | MATHNET-0jdx | MATHNET-02uo | MATHNET-0g61 | MATHNET-06c9,0.9018 | 0.8891 | 0.8834 | 0.8760 | 0.8575 | 0.8570 | 0.8506 | 0.8494 | 0.8471 | 0.8461
MATHNET-02xf,MATHNET-024e | MATHNET-0iwd | MATHNET-084f | MATHNET-0j09 | MATHNET-0jet | MATHNET-0kbi | MATHNET-0iqa | MATHNET-08cg | MATHNET-02jz | MATHNET-0i4x,0.7878 | 0.7762 | 0.7683 | 0.7621 | 0.7510 | 0.7412 | 0.7404 | 0.7299 | 0.7211 | 0.7159
MATHNET-02xm,MATHNET-0az2 | MATHNET-0cvk | MATHNET-014t | MATHNET-02ca | MATHNET-0dw6 | MATHNET-0gda | MATHNET-05qs | MATHNET-0jdx | MATHNET-02pg | MATHNET-029k,0.8741 | 0.8571 | 0.8552 | 0.8550 | 0.8415 | 0.8399 | 0.8382 | 0.8330 | 0.8321 | 0.8193
MATHNET-02ya,MATHNET-0220 | MATHNET-0h39 | MATHNET-05f6 | MATHNET-0cmk | MATHNET-02zm | MATHNET-0g28 | MATHNET-05qv | MATHNET-084e | MATHNET-09qh | MATHNET-0gj4,0.8827 | 0.8764 | 0.8713 | 0.8624 | 0.8464 | 0.8425 | 0.8404 | 0.8395 | 0.8341 | 0.8320
MATHNET-02zm,MATHNET-0h39 | MATHNET-0fid | MATHNET-0dvx | MATHNET-05f6 | MATHNET-05ys | MATHNET-02ya | MATHNET-0fx2 | MATHNET-087s | MATHNET-0gan | MATHNET-0g1n,0.9349 | 0.9037 | 0.8656 | 0.8563 | 0.8477 | 0.8464 | 0.8464 | 0.8372 | 0.8363 | 0.8308
MATHNET-0302,MATHNET-05ys | MATHNET-081p | MATHNET-0cr9 | MATHNET-023i | MATHNET-05g5 | MATHNET-05n9 | MATHNET-07yc | MATHNET-0fid | MATHNET-0g28 | MATHNET-09tk,0.8919 | 0.8773 | 0.8639 | 0.8576 | 0.8509 | 0.8486 | 0.8376 | 0.8330 | 0.8263 | 0.8262
MATHNET-0325,MATHNET-0iyz | MATHNET-074g | MATHNET-00yo | MATHNET-00a6 | MATHNET-00l0 | MATHNET-0kto | MATHNET-0e06 | MATHNET-07n6 | MATHNET-00g4 | MATHNET-0je9,0.7654 | 0.7591 | 0.7581 | 0.7499 | 0.7485 | 0.7461 | 0.7433 | 0.7424 | 0.7396 | 0.7254
MATHNET-032t,MATHNET-00ug | MATHNET-037b | MATHNET-078n | MATHNET-0a95 | MATHNET-0jh7 | MATHNET-08yd | MATHNET-0h2a | MATHNET-007d | MATHNET-0hjb | MATHNET-0drf,0.8652 | 0.8540 | 0.8456 | 0.8236 | 0.8169 | 0.7939 | 0.7842 | 0.7801 | 0.7781 | 0.7711
MATHNET-034j,MATHNET-014r | MATHNET-02er | MATHNET-07gg | MATHNET-0j86 | MATHNET-0cgo | MATHNET-08io | MATHNET-0c8t | MATHNET-03us | MATHNET-0agp | MATHNET-0b7y,0.7831 | 0.7108 | 0.7083 | 0.6996 | 0.6995 | 0.6988 | 0.6955 | 0.6891 | 0.6680 | 0.6419
