problem_id,domain,subtopic,concepts,problem_type,length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,difficulty_score
MATHNET-0932,Discrete Mathematics,Combinatorics,"Invariants / monovariants | Coloring schemes, extremal arguments | Counting two ways",proof and answer,0.9681359532660648,0.7825854700854701,0.8188044831880449,0.8882978723404256,0.9278273809523812,0.9941582580987786,0.8461538461538461,1.0,0.8979040761218977
MATHNET-0955,Algebra | Geometry,Equations and Inequalities | Intermediate Algebra | Plane Geometry,Analytic / Coordinate Methods > Cartesian coordinates | Circles > Tangents | Quadratic functions | Linear and quadratic inequalities,proof and answer,0.8821030270844398,0.7537393162393162,0.0,0.0,0.0,0.6919808815719597,0.8461538461538461,0.8513513513513513,0.46975054648321996
MATHNET-099l,Discrete Mathematics,Combinatorics | Other,"Coloring schemes, extremal arguments | Counting two ways",proof and answer,0.8661710037174721,0.5865384615384616,0.34993773349937735,0.9224924012158056,0.783482142857143,0.9713223579394583,0.8461538461538461,1.0,0.7301015815867301
MATHNET-09wj,Discrete Mathematics,Algorithms,,final answer only,0.06213489113117364,0.0,0.0,0.0,0.0,0.1486988847583643,0.3076923076923077,1.0,0.05040504050405043
MATHNET-0a53,Geometry,Plane Geometry,Circles > Tangents | Transformations > Homothety | Miscellaneous > Angle chasing,proof only,0.5342538502389803,0.7692307692307693,0.6587795765877957,0.0,0.0,0.9405204460966543,1.0,0.8918918918918919,0.561849042047062
MATHNET-0a9f,Geometry,Plane Geometry,Triangles > Triangle trigonometry | Miscellaneous > Angle chasing | Analytic / Coordinate Methods > Trigonometry,proof only,0.5677110993096123,0.6383547008547008,0.6587795765877957,0.0,0.0,0.7594264471587892,1.0,0.8918918918918919,0.5243988684582744
MATHNET-0agx,Algebra | Discrete Mathematics | Geometry,Algebraic Expressions | Combinatorics | Plane Geometry,Combinatorial Geometry | Enumeration with symmetry | Sequences and Series > Sums and products,proof and answer,0.6702071163037705,0.560363247863248,0.6587795765877957,0.0,0.0,0.8061603823685608,0.8461538461538461,0.9009009009009008,0.5345784578457848
MATHNET-0avj,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci",proof only,0.48220924057355274,0.576388888888889,0.7540473225404732,0.0,0.0,0.8061603823685608,1.0,0.8918918918918919,0.517841069821268
MATHNET-0bow,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Radical axis theorem | Analytic / Coordinate Methods > Vectors | Miscellaneous > Angle chasing",proof only,0.9214020180562931,0.9572649572649573,0.9221668742216688,0.6109422492401216,0.0,0.9713223579394583,1.0,0.8918918918918919,0.8251896618233254
MATHNET-0clz,Geometry,Plane Geometry,"Quadrilaterals > Cyclic quadrilaterals | Circles > Tangents | Advanced Configurations > Polar triangles, harmonic conjugates | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle",proof only,0.6325013276686139,0.8034188034188033,0.9034869240348692,0.0,0.6845238095238095,0.7594264471587892,1.0,0.8918918918918919,0.6795679567956797
MATHNET-0cr9,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Circles > Radical axis theorem | Circles > Tangents | Miscellaneous > Angle chasing,proof only,0.6919808815719597,0.7612179487179486,0.0,0.0,0.0,0.8374933616569304,1.0,0.8918918918918919,0.45007715057220005
MATHNET-0d4q,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Recursion, bijection",proof and answer,0.7541157727031332,0.13301282051282054,0.7540473225404732,0.0,0.6845238095238095,0.9405204460966543,0.8461538461538461,1.0,0.5751896618233252
MATHNET-0dmc,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Transformations > Homothety | Analytic / Coordinate Methods > Complex numbers in geometry | Miscellaneous > Angle chasing",proof only,0.9107806691449813,0.8728632478632478,0.0,0.0,0.0,0.8672331386086033,1.0,0.8918918918918919,0.5268098238395268
MATHNET-0dpx,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Circles > Tangents | Transformations > Homothety | Miscellaneous > Angle chasing,proof only,0.6441848114710568,0.8541666666666667,0.8549190535491905,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.6032853285328533
MATHNET-0dst,Geometry,Plane Geometry,Miscellaneous > Angle chasing | Miscellaneous > Constructions and loci,proof and answer,0.8035050451407328,0.7371794871794872,0.8188044831880449,0.8882978723404256,0.552827380952381,0.6016994158258099,0.8461538461538461,0.8918918918918919,0.7673588787450175
MATHNET-0dzm,Geometry,Plane Geometry,Triangles > Triangle trigonometry | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof and answer,0.8481147105682422,0.906517094017094,0.8549190535491905,0.0,0.0,0.9038767923526289,0.8461538461538461,0.8918918918918919,0.6922656551369426
MATHNET-0etj,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing,proof only,0.798194370685077,0.8685897435897436,0.9489414694894147,0.0,0.0,0.6016994158258099,1.0,0.8918918918918919,0.6625948309116626
MATHNET-0fad,Geometry,Plane Geometry,Triangles > Triangle trigonometry | Analytic / Coordinate Methods > Trigonometry | Miscellaneous > Constructions and loci | Miscellaneous > Distance chasing,proof and answer,0.2819968135953266,0.21901709401709404,0.5292652552926526,0.6109422492401216,0.552827380952381,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.43834383438343844
MATHNET-0fjo,Geometry,Plane Geometry,Quadrilaterals | Transformations > Homothety | Miscellaneous > Constructions and loci,proof only,0.5310674455655868,0.560363247863248,0.0,0.0,0.0,0.8061603823685608,1.0,0.8918918918918919,0.37106210621062113
MATHNET-0fvm,Discrete Mathematics,Combinatorics,"Invariants / monovariants | Coloring schemes, extremal arguments",proof and answer,0.6877323420074349,0.24145299145299148,0.0,0.0,0.0,0.8061603823685608,0.8461538461538461,1.0,0.34756332776134763
MATHNET-0g9d,Geometry,Plane Geometry,"Circles > Tangents | Circles > Radical axis theorem | Transformations > Inversion | Advanced Configurations > Polar triangles, harmonic conjugates | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Angle chasing",proof only,0.6144450345193839,0.9353632478632479,0.0,0.0,0.0,0.7594264471587892,1.0,0.8918918918918919,0.45329175774720326
MATHNET-0gle,Geometry,Plane Geometry,"Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Radical axis theorem | Miscellaneous > Angle chasing",proof only,0.761019649495486,0.8338675213675214,0.8549190535491905,0.0,0.0,0.9038767923526289,1.0,0.8918918918918919,0.6644914491449146
MATHNET-0gq8,Geometry,Plane Geometry,Analytic / Coordinate Methods > Cartesian coordinates | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Distance chasing,proof and answer,0.944768985661179,0.9444444444444444,0.985678704856787,0.8882978723404256,0.9278273809523812,0.6016994158258099,0.8461538461538461,0.8918918918918919,0.905844155844156
MATHNET-0h61,Geometry,Plane Geometry,"Miscellaneous > Angle chasing | Circles > Tangents | Quadrilaterals > Cyclic quadrilaterals | Advanced Configurations > Napoleon and Fermat points | Advanced Configurations > Brocard point, symmedians | Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Geometric Inequalities > Triangle inequalities",proof only,0.8884758364312267,0.9556623931623931,0.9221668742216688,0.8366261398176291,0.783482142857143,0.9038767923526289,1.0,0.8918918918918919,0.9051047961939052
MATHNET-0k0l,Algebra | Discrete Mathematics | Geometry,Abstract Algebra | Combinatorics | Solid Geometry,Enumeration with symmetry | Group Theory | 3D Shapes,proof and answer,0.8980350504514074,0.09455128205128205,0.34993773349937735,0.6109422492401216,0.552827380952381,0.9500796601168348,0.8461538461538461,0.9009009009009008,0.5845977454888349
MATHNET-0lco,Discrete Mathematics | Geometry,Combinatorics | Solid Geometry,"Counting two ways | Coloring schemes, extremal arguments | Other 3D problems",proof and answer,0.8704195432819968,0.8034188034188033,0.8188044831880449,0.0,0.9501488095238098,0.9320233669676048,0.8461538461538461,0.9459459459459459,0.7583901247267585
MATHNET-0lfz,Geometry,Plane Geometry,"Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Circles > Circle of Apollonius | Miscellaneous > Angle chasing",proof only,0.7169410515135424,0.7895299145299146,0.8188044831880449,0.7545592705167175,0.0,0.8672331386086033,1.0,0.8918918918918919,0.72968368265398
MATHNET-00ba,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Games / greedy algorithms | Coloring schemes, extremal arguments | Miscellaneous > Angle chasing",proof and answer,0.7865108868826342,0.6501068376068376,0.0,0.9414893617021277,0.9501488095238098,0.6919808815719597,0.8461538461538461,0.9459459459459459,0.6317346020316319
MATHNET-00hu,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Combinatorial Geometry | Miscellaneous > Constructions and loci | Induction / smoothing | Games / greedy algorithms,proof only,0.9341476367498672,0.8990384615384615,0.5292652552926526,0.7545592705167175,0.9278273809523812,0.8374933616569304,1.0,0.9459459459459459,0.8201105824868201
MATHNET-00lt,Geometry,Plane Geometry,"Triangles | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Constructions and loci | Miscellaneous > Distance chasing",proof only,0.9309612320764737,0.9626068376068376,0.0,0.0,0.0,0.8374933616569304,1.0,0.8918918918918919,0.5442972868715443
MATHNET-00vm,Geometry,Plane Geometry,Circles > Tangents | Miscellaneous > Distance chasing | Geometric Inequalities > Optimization in geometry,proof and answer,0.7992565055762083,0.7761752136752136,0.9589041095890412,0.8882978723404256,0.783482142857143,0.7594264471587892,0.8461538461538461,0.8918918918918919,0.8413269898418415
MATHNET-010r,Geometry,Plane Geometry,Miscellaneous > Angle chasing | Transformations > Rotation,proof only,0.6431226765799256,0.6917735042735044,0.5292652552926526,0.6109422492401216,0.0,0.8672331386086033,1.0,0.8918918918918919,0.6161437572328662
MATHNET-01u3,Discrete Mathematics,Combinatorics,"Invariants / monovariants | Coloring schemes, extremal arguments",proof and answer,0.8863515666489644,0.3888888888888889,0.8188044831880449,0.8366261398176291,0.783482142857143,0.9198088157195964,0.8461538461538461,1.0,0.7789957567185289
MATHNET-0212,Discrete Mathematics,Combinatorics,"Induction / smoothing | Invariants / monovariants | Coloring schemes, extremal arguments",proof and answer,0.9235262878385555,0.8728632478632478,0.8549190535491905,0.7545592705167175,0.9002976190476191,0.8374933616569304,0.8461538461538461,1.0,0.8725408255111224
MATHNET-024e,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,Sequences and Series > Floors and ceilings | Integers | Linear and quadratic inequalities,final answer only,0.29952203929899096,0.3888888888888889,0.0,0.0,0.0,0.6919808815719597,0.3076923076923077,0.8108108108108109,0.23935965025073935
MATHNET-0caz,Algebra,Algebraic Expressions,Functional Equations > Injectivity / surjectivity,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-07vc,Algebra | Geometry,Algebraic Expressions | Plane Geometry,Triangles | Miscellaneous > Distance chasing | Sequences and Series > Telescoping series,proof and answer,0.2942113648433351,0.3888888888888889,0.34993773349937735,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8513513513513513,0.30866658094380867
MATHNET-0awa,Precalculus,Trigonometric functions,,final answer only,0.15241635687732344,0.13301282051282054,0.34993773349937735,0.0,0.0,0.1486988847583643,0.3076923076923077,0.5405405405405406,0.15761218979040767
MATHNET-0609,Number Theory,Divisibility / Factorization,Factorization techniques,proof only,0.34200743494423785,0.5966880341880343,0.0,0.6109422492401216,0.0,0.4843335103558152,1.0,0.9459459459459459,0.3717050276456217
MATHNET-05gq,Geometry,Plane Geometry,Miscellaneous > Angle chasing,proof only,0.2963356346255974,0.36111111111111116,0.0,0.0,0.0,0.4843335103558152,1.0,0.8918918918918919,0.23929535810723926
MATHNET-0kq5,Geometry,Plane Geometry,Transformations > Rotation | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing | Quadrilaterals,final answer only,0.1800318640467339,0.31143162393162394,0.34993773349937735,0.0,0.0,0.32713754646840143,0.3076923076923077,0.8918918918918919,0.2264690754789765
MATHNET-074g,Algebra,Algebraic Expressions | Intermediate Algebra,Polynomials > Roots of unity | Polynomials > Polynomial operations | Complex numbers,proof only,0.5454062665958577,0.6260683760683762,0.9034869240348692,0.0,0.552827380952381,0.1486988847583643,1.0,0.8108108108108109,0.5392182075350392
MATHNET-0413,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing,proof only,0.48061603823685606,0.4551282051282052,0.0,0.6109422492401216,0.0,0.32713754646840143,1.0,0.8918918918918919,0.3593930821653594
MATHNET-0dgx,Geometry,Plane Geometry,Circles > Tangents | Miscellaneous > Angle chasing | Quadrilaterals,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0hpb,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Prealgebra / Basic Algebra,Integers | Polynomials > Polynomial operations | Factorization techniques,proof only,0.2734997344662772,0.17254273504273504,0.0,0.0,0.0,0.32713754646840143,1.0,0.8783783783783784,0.18037160858943038
MATHNET-0beo,Algebra,Algebraic Expressions,Functional Equations > Injectivity / surjectivity | Functional Equations > Existential quantifiers,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-0cih,Number Theory,Diophantine Equations | Divisibility / Factorization,"Factorization techniques | Techniques: modulo, size analysis, order analysis, inequalities",proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9459459459459459,0.045004500450045004
MATHNET-0bmx,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,τ (number of divisors) | Factorization techniques,proof and answer,0.3064259160913436,0.3888888888888889,0.34993773349937735,0.0,0.0,0.32713754646840143,0.8461538461538461,0.9459459459459459,0.2948437700912949
MATHNET-067b,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Simple Equations | Polynomials > Symmetric functions,proof and answer,0.4232607541157727,0.36111111111111116,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.22103638935322106
MATHNET-00g4,Algebra,Algebraic Expressions | Equations and Inequalities,Polynomials > Vieta's formulas | Polynomials > Symmetric functions | Cauchy-Schwarz | QM-AM-GM-HM / Power Mean,proof and answer,0.682421667551779,0.5422008547008548,0.5292652552926526,0.0,0.6845238095238095,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.5065256525652565
MATHNET-0f88,Geometry,Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing,proof only,0.10568242166755176,0.13301282051282054,0.34993773349937735,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.2051883759804552
